What are the four pillars of OOP? Explain each in one line.	<b>Model answer:</b> <b>Encapsulation</b> — bundle data with the methods that guard it and hide internals behind a public API. <b>Abstraction</b> — expose essential behavior via interfaces/abstract classes and hide implementation. <b>Inheritance</b> — reuse and specialize via an is-a relationship. <b>Polymorphism</b> — one interface, many runtime forms (overriding) plus compile-time overloading.<br><br><b>Follow-ups:</b><br>• "Encapsulation vs abstraction — aren't they the same?" → No: abstraction is a <i>design</i> concern (what interface to expose); encapsulation is an <i>implementation</i> concern (hiding fields, guarding invariants). Abstraction is about ignoring detail; encapsulation is about hiding it.	InterviewPrep::Object_Oriented_Programming
Difference between an abstract class and an interface? When do you use each?	<b>Model answer:</b> An abstract class can hold state and concrete methods and models an <b>is-a</b> relationship with shared implementation; a class extends only one. An interface is a <b>capability/contract</b> ("can-do") with (classically) no state; a class implements many. Use an abstract class when subclasses share code and state (<code>AbstractList</code>); use an interface to give unrelated types a common capability (<code>Comparable</code>, <code>Serializable</code>).<br><br><b>Follow-ups:</b><br>• "Java 8 added default methods to interfaces — did that erase the difference?" → It narrowed it, but interfaces still can't hold instance state or constructors, and you can implement many. Choose interface for capability, abstract class for shared implementation + state.	InterviewPrep::Object_Oriented_Programming
Overloading vs overriding?	<b>Model answer:</b> <b>Overloading</b> = same method name, <i>different signatures</i>, resolved at <b>compile time</b> (static polymorphism), within one class. <b>Overriding</b> = same signature in a subclass, resolved at <b>run time</b> via dynamic dispatch (the actual object's method runs). Overriding requires an inheritance relationship; overloading does not.<br><br><b>Follow-ups:</b><br>• "Can you overload by return type alone?" → No — the compiler can't disambiguate calls by return type; the parameter list must differ.<br>• "What's covariant return type?" → An override may return a <i>subtype</i> of the parent method's return type.	InterviewPrep::Object_Oriented_Programming
Why prefer composition over inheritance?	<b>Model answer:</b> Inheritance is a tight, compile-time, white-box coupling: subclasses depend on superclass internals, deep hierarchies become fragile (the "fragile base class" problem), and it can't change at runtime. Composition is black-box: an object holds collaborators behind interfaces, enabling runtime swapping, easier testing (inject mocks), and no diamond problem. Use inheritance only for a genuine, stable is-a; otherwise compose.<br><br><b>Follow-ups:</b><br>• "Give a concrete failure of inheritance." → Modeling <code>Stack extends ArrayList</code> exposes <code>add(index, e)</code> which violates stack semantics — an LSP break. Composition (<code>Stack</code> <i>has-a</i> list) hides it.	InterviewPrep::Object_Oriented_Programming
Explain the SOLID principles.	<b>Model answer:</b> <b>SRP</b> — one reason to change per class. <b>OCP</b> — extend by adding code, not editing existing. <b>LSP</b> — subtypes must be substitutable for their base without breaking callers. <b>ISP</b> — prefer many small interfaces over one fat one. <b>DIP</b> — depend on abstractions; inject concrete implementations. Together they reduce ripple effects and make code testable and extensible.<br><br><b>Follow-ups:</b><br>• "Which SOLID principle does the Strategy pattern most embody?" → OCP (new strategies without touching the context) and DIP (context depends on the strategy interface).<br>• "Give an LSP violation." → <code>Square extends Rectangle</code> where <code>setWidth</code> also changes height breaks code that sets width and height independently.	InterviewPrep::Object_Oriented_Programming
What is the diamond problem and how is it resolved?	<b>Model answer:</b> With multiple inheritance, if <code>D</code> inherits from both <code>B</code> and <code>C</code> which both inherit <code>A</code>, <code>D</code> has an ambiguous/duplicated <code>A</code>. C++ resolves it with <b>virtual inheritance</b> (one shared <code>A</code>). Python uses the <b>MRO</b> (C3 linearization) to define a deterministic order. Java/C# avoid it by forbidding multiple <i>class</i> inheritance, allowing multiple <i>interfaces</i> (no state to duplicate).<br><br><b>Follow-ups:</b><br>• "If two Java interfaces define the same default method, what happens?" → Compile error; the implementing class must override and can call <code>Interface.super.method()</code>.	InterviewPrep::Object_Oriented_Programming
How does runtime polymorphism actually work under the hood?	<b>Model answer:</b> Each class with virtual methods has a <b>vtable</b> — an array of function pointers. Every object holds a hidden pointer (<code>vptr</code>) to its class's vtable. A virtual call indexes the vtable at runtime, so the actual object's override executes. Java does this for all non-final/non-static methods; C++ only for <code>virtual</code> ones; Python looks methods up dynamically via the instance <code>__dict__</code> then the MRO.<br><br><b>Follow-ups:</b><br>• "Cost of virtual dispatch?" → One extra pointer indirection and a missed inlining/branch-prediction opportunity — usually negligible, occasionally hot-path relevant.	InterviewPrep::Object_Oriented_Programming
What's the difference between association, aggregation, and composition?	<b>Model answer:</b> All are "has-a". <b>Association</b> is a general "knows-a" with independent lifetimes (Teacher–Student). <b>Aggregation</b> is a weak whole-part where the part outlives the whole (Team–Player). <b>Composition</b> is a strong whole-part where the part's lifetime is bound to the whole (House–Room): destroy the house, the rooms go too.<br><br><b>Follow-ups:</b><br>• "How do you tell aggregation vs composition in code?" → Composition usually <i>creates and owns</i> the part (<code>new Room()</code> inside, often <code>final</code>); aggregation <i>receives</i> the part via constructor/setter.	InterviewPrep::Object_Oriented_Programming
Can you achieve OOP without classes? Is JavaScript object-oriented?	<b>Model answer:</b> Yes — OOP needs objects, not necessarily classes. JavaScript was historically <b>prototype-based</b>: objects inherit directly from other objects via the prototype chain (<code>class</code> is syntactic sugar over prototypes). It supports encapsulation (closures/<code>#private</code>), inheritance (prototypes), and polymorphism (dynamic dispatch), so it's object-oriented, just not class-first.	InterviewPrep::Object_Oriented_Programming
What is method hiding (vs overriding)?	<b>Model answer:</b> Overriding applies to <i>instance</i> methods and is resolved by the object's runtime type. <b>Static methods can't be overridden</b> — if a subclass declares a static method with the same signature, it <b>hides</b> the parent's, and which runs is decided by the <i>reference</i> type at compile time, not the object. Same for fields (fields are never polymorphic).	InterviewPrep::Object_Oriented_Programming
