A production server is slow — walk me through debugging it.	<b>Model answer:</b> First I frame the symptom: what's slow (latency? throughput?), since when, and what changed (deploy, traffic, config). Then I do a structured <b>USE sweep</b> rather than random commands. <b>CPU:</b> <code>uptime</code> (load vs <code>nproc</code>), <code>top</code>/<code>mpstat -P ALL 1</code> — check <code>%us</code> (app CPU-bound), <code>%sy</code> (syscall-heavy), <code>%wa</code> (I/O wait, <i>not</i> CPU), <code>%st</code> (VM steal). <b>Memory:</b> <code>free -h</code> and <code>vmstat 1</code> — <code>si/so</code> nonzero means active swapping; <code>dmesg</code> for OOM kills. <b>Disk:</b> <code>iostat -xz 1</code> for <code>%util</code>/<code>await</code>, <code>iotop</code> for the culprit process. <b>Network:</b> <code>ss -s</code>, <code>sar -n DEV 1</code>, retransmits via <code>netstat -s</code>. Then I drill into the hottest process with <code>ps --sort=-%cpu</code>, <code>strace -c -p <pid></code>, and finally the logs (<code>journalctl -u svc</code>, <code>dmesg</code>). The key reasoning: high load with idle CPU means I/O wait or D-state processes, and a full disk masquerades as many problems — so I check those early.<br><br><b>Follow-ups:</b><br>• <i>Load is 30 but CPU is 90% idle — what's happening?</i> → Load counts R <b>and</b> D (uninterruptible sleep). Processes are stuck in <code>D</code> on disk/NFS I/O; check <code>iostat</code> and list D-state procs. <code>kill -9</code> won't help.<br>• <i>How do you find which process is using the disk?</i> → <code>iotop</code>, or <code>pidstat -d 1</code>.<br>• <i>What if it only happens under load?</i> → Resource saturation: thread/connection pool, fd limits (<code>ulimit -n</code>), cgroup throttling. Load-test at realistic concurrency.	InterviewPrep::Linux_and_the_Command_Line
SIGTERM vs SIGKILL — and why does it matter for deploys?	<b>Model answer:</b> <b>SIGTERM (15)</b> is a polite, <i>catchable</i> "please shut down." A process can install a handler to flush buffers, finish in-flight requests, close DB connections, deregister from the load balancer, then exit cleanly. <b>SIGKILL (9)</b> is <i>uncatchable and unblockable</i> — the kernel destroys the process with no chance to clean up, risking data loss or corruption. The correct sequence (what <code>systemctl stop</code>, <code>docker stop</code>, and Kubernetes all do) is: send SIGTERM, wait a grace period, then SIGKILL only if it's still alive. This is the foundation of <b>zero-downtime deploys</b> — a service that traps SIGTERM and drains gracefully drops no connections; one that ignores it gets KILLed mid-request.<br><br><b>Follow-ups:</b><br>• <i>Which signals can't be caught?</i> → SIGKILL (9) and SIGSTOP (19).<br>• <i>How do you implement graceful shutdown in a script?</i> → <code>trap cleanup SIGTERM SIGINT</code>.<br>• <i>You sent SIGKILL and the process won't die — why?</i> → It's in <code>D</code> state (uninterruptible sleep on I/O); the signal can't be delivered until the I/O completes. Fix the I/O.	InterviewPrep::Linux_and_the_Command_Line
The disk is 100% full but `du` shows almost nothing. Why?	<b>Model answer:</b> Two classic causes. <b>(1) Deleted-but-open file:</b> a process (say a logger) still holds an open fd to a file that was <code>rm</code>'d. <code>rm</code> only <i>unlinks</i> the name; because the inode still has an open fd, its data blocks stay allocated. <code>df</code> (filesystem counters) sees the space; <code>du</code>/<code>ls</code> (which walk directory names) don't, because the name is gone. Find it with <code>lsof | grep deleted</code>, then truncate the fd (<code>: > /proc/<pid>/fd/N</code>) or signal/restart the process to reopen — <i>not</i> another <code>rm</code>. <b>(2) Inode exhaustion:</b> millions of tiny files used up all inodes; <code>df -h</code> shows free bytes but writes fail with <code>No space left on device</code>. <code>df -i</code> reveals it. A third possibility is a large file hidden under a mount point.<br><br><b>Follow-ups:</b><br>• <i>Why doesn't another <code>rm</code> help?</i> → The name is already gone; the fd is what's holding the space.<br>• <i>How do you prevent the logger case?</i> → logrotate sends SIGHUP so the daemon reopens its log instead of writing to the deleted inode.	InterviewPrep::Linux_and_the_Command_Line
Explain Unix permissions, octal, and the special bits.	<b>Model answer:</b> Each file has an owner, a group, and rwx bits for owner/group/other, shown as <code>rwxr-xr-x</code>. In octal r=4, w=2, x=1: <b>755</b> = owner rwx, group/other r-x (dirs, executables); <b>644</b> = owner rw, world read (regular files); <b>600</b> = owner-only (secrets like SSH keys). On <i>directories</i>, the bits mean differently: <code>r</code>=list names, <code>w</code>=create/delete entries, <code>x</code>=enter/traverse. The three <b>special bits</b>: <b>setuid</b> (run as the file's owner — e.g. <code>/usr/bin/passwd</code> runs as root so users can update root-owned <code>/etc/shadow</code>), <b>setgid</b> (new files inherit the directory's group — shared team folders), and the <b>sticky bit</b> (on <code>/tmp</code>: world-writable but you can only delete your <i>own</i> files). <code>umask</code> subtracts default bits at creation. <code>chmod 777</code> is dangerous because it lets anyone write and execute — the fix is correct ownership plus least privilege.<br><br><b>Follow-ups:</b><br>• <i>Why can't a normal user write to <code>/etc/shadow</code> but <code>passwd</code> can?</i> → <code>passwd</code> is setuid-root.<br>• <i>You have <code>x</code> but not <code>r</code> on a directory — what can you do?</i> → <code>cd</code> in and open a file <i>if you know its exact name</i>, but not <code>ls</code> it.	InterviewPrep::Linux_and_the_Command_Line
What do `2>&1`, `>`, `>>`, and pipes do — and why does order matter?	<b>Model answer:</b> fd 0/1/2 are stdin/stdout/stderr. <code>> file</code> redirects stdout (overwriting), <code>>></code> appends, <code>2> file</code> redirects stderr, and <code>2>&1</code> makes fd 2 point to <i>wherever fd 1 currently points</i>. Order matters: <code>cmd > file 2>&1</code> sends stdout to the file, then duplicates stderr onto the same target — both land in the file. But <code>cmd 2>&1 > file</code> first points stderr at the <i>terminal</i> (where fd 1 still is), <i>then</i> redirects stdout to the file — so stderr keeps going to the terminal. A <b>pipe</b> wires one command's stdout to the next's stdin via a kernel buffer, and stages run concurrently — that's the heart of the Unix compose-small-tools philosophy.<br><br><b>Follow-ups:</b><br>• <i>How do you discard all output?</i> → <code>cmd > /dev/null 2>&1</code> (or <code>&>/dev/null</code>).<br>• <i>How do you see output live and save it?</i> → <code>cmd | tee file</code>.	InterviewPrep::Linux_and_the_Command_Line
Write a one-liner for the top 10 IPs in an access log, and explain it.	<b>Model answer:</b> <code>awk '{print $1}' access.log | sort | uniq -c | sort -rn | head</code> — <code>awk</code> extracts the first field (the IP) from each line; <code>sort</code> groups identical IPs adjacently (required because <code>uniq</code> only collapses <i>adjacent</i> duplicates); <code>uniq -c</code> collapses each group and prefixes the count; <code>sort -rn</code> sorts numerically descending by that count; <code>head</code> takes the top 10. The <code>sort | uniq -c | sort -rn</code> idiom answers any "most common X" question — top URLs, top error codes, top users. To filter to errors first, prepend <code>awk '$9 ~ /^5/'</code> or a <code>grep</code>.<br><br><b>Follow-ups:</b><br>• <i>Only count 500s?</i> → <code>awk '$9==500 {print $1}' …</code>.<br>• <i>Requests per minute?</i> → extract the timestamp substring and <code>uniq -c</code>.<br>• <i>Follow it live?</i> → <code>tail -f</code> the log into the pipeline.	InterviewPrep::Linux_and_the_Command_Line
What's a zombie process, and how is it different from an orphan?	<b>Model answer:</b> A <b>zombie</b> is a child that has <i>exited</i> but whose exit status the parent hasn't collected via <code>wait()</code>. It holds only a process-table slot (shows as <code>Z</code>/<code><defunct></code>). It's harmless individually but signals a parent bug — the parent isn't reaping, usually by failing to handle <code>SIGCHLD</code>. You can't kill a zombie (it's already dead); you fix or signal the <i>parent</i> to reap, or the parent's death re-parents it. An <b>orphan</b> is the opposite: the <i>parent</i> died while the child lives. The child is re-parented to PID 1 (<code>systemd</code>/<code>init</code>), which dutifully reaps it — so orphans are harmless. In containers, a naive PID 1 that doesn't reap leaves zombies piling up; the fix is a proper init like <code>tini</code>.<br><br><b>Follow-ups:</b><br>• <i>How do you prevent zombies?</i> → Parent handles <code>SIGCHLD</code> and <code>wait()</code>s; or run <code>tini</code>/<code>--init</code> as PID 1.<br>• <i>Can a zombie consume real resources?</i> → Only a PID slot, but enough of them exhaust the PID space.	InterviewPrep::Linux_and_the_Command_Line
How do containers isolate processes? What actually is a container?	<b>Model answer:</b> A container is just a normal Linux process (tree) wrapped in two kernel features. <b>Namespaces</b> isolate what it can <i>see</i> — PID (it's PID 1, can't see host processes), NET (own interfaces, IPs, ports), MNT (own root filesystem), UTS (own hostname), IPC, and USER (root inside maps to unprivileged outside). <b>cgroups</b> limit what it can <i>use</i> — <code>memory.max</code>, <code>cpu.max</code>, I/O, PID count. There's no guest kernel — every container shares the host kernel, which is why they start instantly and are lighter than VMs. Docker just orchestrates: create namespaces, set up a cgroup, <code>pivot_root</code> into the image's overlayfs layers, drop capabilities, and exec the entrypoint. You can build one by hand with <code>unshare</code>.<br><br><b>Follow-ups:</b><br>• <i>What's <code>OOMKilled</code> in Kubernetes?</i> → The container hit its cgroup <code>memory.max</code>; the cgroup OOM killer SIGKILLed it (host RAM was fine).<br>• <i>Container latency spikes but host CPU is idle?</i> → CPU <b>throttling</b> at <code>cpu.max</code>; check <code>nr_throttled</code> in <code>cpu.stat</code>.<br>• <i>VM vs container?</i> → VM virtualizes hardware with a full guest kernel (stronger isolation, heavier); a container shares the host kernel (lighter, weaker isolation).	InterviewPrep::Linux_and_the_Command_Line
A process is hung. How do you find out what it's doing?	<b>Model answer:</b> First <code>ps -o state,wchan -p <pid></code> — the state tells me a lot: <code>S</code> waiting on an event, <code>D</code> stuck in uninterruptible I/O, <code>R</code> actually running (possibly busy-looping). Then <code>strace -p <pid></code> to attach and see the exact syscall it's blocked in: a stuck <code>read</code>/<code>recvfrom</code> means it's waiting on a slow or dead peer; a <code>futex(... WAIT)</code> means lock contention or deadlock; <i>no output at all</i> means it isn't making syscalls — it's spinning in userspace, so I switch to <code>perf top -p <pid></code>. <code>lsof -p <pid></code> (or <code>/proc/<pid>/fd</code>) resolves which file/socket an fd refers to, so I learn <i>what</i> it's waiting on. For threaded apps I dump all thread stacks (<code>/proc/<pid>/task/*/stack</code>, or <code>jstack</code> for the JVM).<br><br><b>Follow-ups:</b><br>• <i>strace shows nothing — what now?</i> → It's CPU-bound in userspace; profile with <code>perf</code>.<br>• <i>It's stuck in <code>D</code> — can you kill it?</i> → No; SIGKILL can't be delivered until the I/O completes. Fix the underlying I/O.	InterviewPrep::Linux_and_the_Command_Line
What does load average mean, and is load 8 on an 8-core box a problem?	<b>Model answer:</b> Load average is the number of processes in state <b>R (runnable)</b> or <b>D (uninterruptible sleep)</b>, averaged over 1/5/15 minutes — so it's <i>not</i> a pure CPU metric. Load 8 on 8 cores means, on average, exactly as many runnable/blocked tasks as cores — roughly fully utilized but not necessarily <i>over</i>loaded; whether it's a problem depends on whether those are CPU-runnable (work getting done) or D-state (blocked on a slow disk, doing nothing). The critical insight: a box can show load 30 with the CPU 90% idle because 30 processes are stuck in <code>D</code> waiting on failing storage. So I always compare load to <code>nproc</code> <i>and</i> check <code>%iowait</code>/D-state before concluding it's a CPU problem.<br><br><b>Follow-ups:</b><br>• <i>How do you tell CPU-bound from I/O-bound load?</i> → <code>mpstat</code>/<code>top</code> <code>%us</code> vs <code>%wa</code>; list D-state processes.<br>• <i>Why are there three numbers?</i> → 1/5/15-minute averages — rising 1-min above 15-min means the load is <i>growing</i>.	InterviewPrep::Linux_and_the_Command_Line
How do you make a script reliable and safe?	<b>Model answer:</b> Start with <code>set -euo pipefail</code>: <code>-e</code> exits on any error (don't barrel past failures), <code>-u</code> errors on unset variables (catches typos that would otherwise expand to empty — turning <code>rm -rf "$DIR/"</code> into <code>rm -rf /</code>), and <code>pipefail</code> makes a pipeline fail if any stage fails. <b>Always quote variables</b> (<code>"$var"</code>) to prevent word-splitting and glob disasters on filenames with spaces. Use <code>trap 'cleanup' EXIT</code> for guaranteed cleanup (temp files) and <code>trap … TERM INT</code> for graceful interruption. Check exit codes with <code>$?</code> and chain logic with <code>&&</code>/<code>||</code>. Use <code>mktemp</code> for temp files, <code>local</code> in functions, and log to stderr so stdout stays usable in a pipeline.<br><br><b>Follow-ups:</b><br>• <i>Why quote variables?</i> → Unquoted <code>$file</code> with a space becomes two arguments — <code>rm $file</code> could delete the wrong things.<br>• <i>What does <code>trap … EXIT</code> give you?</i> → Cleanup runs no matter how the script exits (success, error, or signal).	InterviewPrep::Linux_and_the_Command_Line
A service won't start — "bind: address already in use." How do you fix it?	<b>Model answer:</b> Something is already bound to the port. <code>ss -tlnp | grep :<port></code> shows the owning PID and program. If it's a stale instance of my own service, I stop it gracefully (SIGTERM) and restart. If it's a lingering <code>TIME_WAIT</code> socket from a previous crash, I either enable <code>SO_REUSEADDR</code> in the app (so it can rebind immediately) or wait the TIME_WAIT out. A related gotcha: if the service starts but remote clients get "connection refused," check that it bound to <code>0.0.0.0</code> (all interfaces) rather than <code>127.0.0.1</code> (localhost only) — <code>ss -tlnp</code> shows the bind address.<br><br><b>Follow-ups:</b><br>• <i>Difference between "connection refused" and "connection timed out"?</i> → Refused = reached the host but nothing's listening (or firewall RST); timed out = packets dropped silently (firewall DROP, host down, routing).<br>• <i>How to test a port without the app?</i> → <code>nc -zv host port</code>.	InterviewPrep::Linux_and_the_Command_Line
